reference,title,closed_at,cves,risks,summary,first_revision,affected_systems
CERTFR-2023-AVI-0128,Multiples vulnérabilités dans les produits IBM,,CVE-2022-21624; CVE-2022-21626; CVE-2023-23477; CVE-2022-38749; CVE-2022-21628; CVE-2022-25857; CVE-2022-38751; CVE-2022-38752; CVE-2022-38750; CVE-2022-21619,Déni de service à distance; Exécution de code arbitraire à distance; Atteinte à l'intégrité des données; Contournement de la politique de sécurité,"De multiples vulnérabilités ont été corrigées dans les produits IBM. Elles permettent à un attaquant de provoquer
une exécution de code arbitraire à distance, un déni de service à
distance, une atteinte à l'intégrité des données et un contournement de
la politique de sécurité.",2023-02-15T01:00:00.000000,IBM Sterling – IBM Sterling B2B Integrator versions 6.0.0.0 à 6.0.3.7 antérieures à 6.0.3.8 | IBM N/A – IBM Connect Direct Web Services versions 6.0 antérieures à 6.0.0.13 | IBM Sterling Connect:Direct – IBM Sterling Connect:Direct Browser User Interface versions antérieures à 1.5.0.2 sans le correctif de sécurité iFix-34 | IBM N/A – IBM Connect Direct Web Services versions 6.1.0 antérieures à 6.1.0.17 | IBM Sterling Connect:Direct – IBM Sterling Connect:Direct Browser User Interface versions antérieures à 1.4.1.1 sans le correctif de sécurité iFix-34 | IBM Sterling Connect:Direct – IBM Sterling Connect:Direct Web Services versions 6.2.0 antérieures à 6.2.0.13 | IBM Sterling – IBM Sterling B2B Integrator versions 6.1.0.0 à 6.1.2.0 antérieures à 6.1.2.1
CERTFR-2023-AVI-0129,Multiples vulnérabilités dans Microsoft Office,,CVE-2023-21716; CVE-2023-21823; CVE-2023-21721; CVE-2023-21717; CVE-2023-21714,Usurpation d'identité; Exécution de code arbitraire à distance; Atteinte à la confidentialité des données; Élévation de privilèges,"De multiples vulnérabilités ont été corrigées dans Microsoft Office. Elles permettent à un attaquant
de provoquer une usurpation d'identité, une élévation de privilèges, une
atteinte à la confidentialité des données et une exécution de code à
distance.",2023-02-15T01:00:00.000000,Microsoft Office – Microsoft Office pour Android | Microsoft Office – Microsoft Word 2016 (édition 32 bits) | Microsoft Office – Microsoft Office LTSC 2021 pour éditions 64 bits | Microsoft Office – Microsoft SharePoint Foundation 2013 Service Pack 1 | Microsoft Office – Microsoft Office LTSC 2021 pour éditions 32 bits | Microsoft Office – Microsoft Office Web Apps Server 2013 Service Pack 1 | Microsoft Office – Microsoft OneNote pour Android | Microsoft Office – Microsoft Office 2019 pour Mac | Microsoft Office – Microsoft Word 2016 (édition 64 bits) | Microsoft Office – Microsoft Office LTSC pour Mac 2021 | Microsoft Office – Microsoft Word 2013 Service Pack 1 (éditions 32 bits) | Microsoft Office – Microsoft Office pour Universal | Microsoft Office – Microsoft Office Online Server | Microsoft Office – Microsoft SharePoint Server Subscription Edition | Microsoft Office – SharePoint Server Subscription Edition Language Pack | Microsoft Office – Microsoft Office pour iOS | Microsoft Office – Microsoft SharePoint Enterprise Server 2016 | Microsoft Office – Microsoft Word 2013 Service Pack 1 (éditions 64 bits) | Microsoft Office – Microsoft Word 2013 RT Service Pack 1 | Microsoft Office – Microsoft SharePoint Server 2019 | Microsoft Office – Microsoft SharePoint Enterprise Server 2013 Service Pack 1
CERTFR-2023-AVI-0130,Multiples vulnérabilités dans Microsoft Windows,,CVE-2023-21702; CVE-2023-21700; CVE-2023-21690; CVE-2023-21694; CVE-2023-21818; CVE-2023-21798; CVE-2023-21688; CVE-2023-21811; CVE-2023-21816; CVE-2023-21800; CVE-2023-21804; CVE-2023-21701; CVE-2023-21686; CVE-2023-21820; CVE-2023-21823; CVE-2023-21693; CVE-2023-21689; CVE-2023-21819; CVE-2023-21685; CVE-2023-21802; CVE-2023-21684; CVE-2023-21697; CVE-2023-21687; CVE-2023-21805; CVE-2023-23376; CVE-2023-21812; CVE-2023-21813; CVE-2023-21801; CVE-2023-21803; CVE-2023-21699; CVE-2023-21797; CVE-2023-21799; CVE-2023-21822; CVE-2023-21817; CVE-2023-21691; CVE-2023-21695; CVE-2023-21692,Exécution de code arbitraire à distance; Déni de service; Atteinte à la confidentialité des données; Élévation de privilèges,"De multiples vulnérabilités ont été corrigées dans Microsoft Windows. Elles permettent à un attaquant
de provoquer une élévation de privilèges, un déni de service, une
atteinte à la confidentialité des données et une exécution de code à
distance.",2023-02-15T01:00:00.000000,Microsoft Windows – Windows Server 2022 | Microsoft Windows – Windows Server 2012 | Microsoft Windows – Windows 10 pour systèmes x64 | Microsoft Windows – Windows 10 Version 1809 pour systèmes x64 | Microsoft Windows – Windows Server 2019 (Server Core installation) | Microsoft Windows – Windows Server 2019 | Microsoft Windows – Windows Server 2012 R2 | Microsoft Windows – Windows Server 2022 (Server Core installation) | Microsoft Windows – Windows 10 Version 1607 pour systèmes 32 bits | Microsoft Windows – Windows 10 Version 21H2 pour systèmes ARM64 | Microsoft Windows – Windows Server 2008 pour systèmes x64 Service Pack 2 | Microsoft Windows – Windows 10 Version 1809 pour systèmes ARM64 | Microsoft Windows – Windows 10 Version 1809 pour systèmes 32 bits | Microsoft Windows – Windows 11 version 21H2 pour systèmes x64 | Microsoft Windows – Windows 10 Version 20H2 pour systèmes x64 | Microsoft Windows – Windows Server 2016 (Server Core installation) | Microsoft Windows – Windows 10 Version 22H2 pour systèmes x64 | Microsoft Windows – Windows 11 version 21H2 pour systèmes ARM64 | Microsoft Windows – Windows Server 2008 pour systèmes x64 Service Pack 2 (Server Core installation) | Microsoft Windows – Windows 10 Version 20H2 pour systèmes 32 bits | Microsoft Windows – Windows Server 2008 pour systèmes 32 bits Service Pack 2 (Server Core installation) | Microsoft Windows – Windows 10 Version 1607 pour systèmes x64 | Microsoft Windows – Windows Server 2012 (Server Core installation) | Microsoft Windows – Windows 10 Version 21H2 pour systèmes 32 bits | Microsoft Windows – Windows 10 Version 21H2 pour systèmes x64 | Microsoft Windows – Windows Server 2008 pour systèmes 32 bits Service Pack 2 | Microsoft Windows – Windows Server 2008 R2 pour systèmes x64 Service Pack 1 | Microsoft Windows – Windows 10 Version 22H2 pour systèmes 32 bits | Microsoft Windows – Windows 11 Version 22H2 pour systèmes ARM64 | Microsoft Windows – Windows Server 2016 | Microsoft Windows – Windows 10 Version 20H2 pour systèmes ARM64 | Microsoft Windows – Windows Server 2008 R2 pour systèmes x64 Service Pack 1 (Server Core installation) | Microsoft Windows – Windows Server 2012 R2 (Server Core installation) | Microsoft Windows – Windows 10 pour systèmes 32 bits | Microsoft Windows – Windows 10 Version 22H2 pour systèmes ARM64 | Microsoft Windows – Windows 11 Version 22H2 pour systèmes x64
CERTFR-2023-AVI-0131,Multiples vulnérabilités dans Microsoft .Net,,CVE-2023-21722; CVE-2023-21808,Exécution de code arbitraire à distance; Déni de service,"De multiples vulnérabilités ont été corrigées dans Microsoft .Net. Elles permettent à un attaquant de
provoquer un déni de service et une exécution de code à distance.",2023-02-15T01:00:00.000000,Microsoft N/A – Microsoft .NET Framework 4.8 | Microsoft N/A – Microsoft .NET Framework 3.0 Service Pack 2 | Microsoft N/A – Microsoft .NET Framework 3.5 | Microsoft N/A – Microsoft .NET Framework 4.6.2 | Microsoft N/A – Microsoft .NET Framework 4.6.2/4.7/4.7.1/4.7.2 | Microsoft N/A – Microsoft .NET Framework 3.5 AND 4.8 | Microsoft N/A – Microsoft .NET Framework 3.5 AND 4.7.2 | Microsoft N/A – .NET 7.0 | Microsoft N/A – Microsoft .NET Framework 2.0 Service Pack 2 | Microsoft N/A – .NET 6.0 | Microsoft N/A – Microsoft .NET Framework 3.5 AND 4.8.1 | Microsoft N/A – Microsoft .NET Framework 3.5.1 | Microsoft N/A – Microsoft .NET Framework 3.5 and 4.6.2
CERTFR-2023-AVI-0132,Multiples vulnérabilités dans Microsoft Azure,,CVE-2023-21553; CVE-2023-21777; CVE-2023-21564; CVE-2023-21703; CVE-2023-23382,Usurpation d'identité; Exécution de code arbitraire à distance; Atteinte à la confidentialité des données; Élévation de privilèges,"De multiples vulnérabilités ont été corrigées dans Microsoft Azure. Elles permettent à un attaquant
de provoquer une usurpation d'identité, une élévation de privilèges, une
atteinte à la confidentialité des données et une exécution de code à
distance.",2023-02-15T01:00:00.000000,Microsoft Azure – Azure DevOps Server 2022 | Microsoft Azure – Microsoft SQL Server 2016 pour systèmes x64 Service Pack 3 Azure Connectivity Pack | Microsoft Azure – Azure App Service on Azure Stack Hub | Microsoft Azure – Azure DevOps Server 2020.1.2 | Microsoft Azure – Azure Stack Edge | Microsoft Azure – Azure Machine Learning | Microsoft Azure – Azure Data Box Gateway
CERTFR-2023-AVI-0133,Multiples vulnérabilités dans les produits Microsoft,,CVE-2023-21715; CVE-2023-21568; CVE-2023-23379; CVE-2022-23521; CVE-2023-21567; CVE-2023-21718; CVE-2023-21716; CVE-2023-21572; CVE-2019-15126; CVE-2023-21705; CVE-2023-21529; CVE-2023-21710; CVE-2023-21571; CVE-2023-21778; CVE-2023-21809; CVE-2023-23390; CVE-2023-23377; CVE-2023-23381; CVE-2023-21566; CVE-2023-21806; CVE-2023-21807; CVE-2023-21714; CVE-2023-21706; CVE-2023-21713; CVE-2023-21808; CVE-2023-21573; CVE-2023-21528; CVE-2023-41953; CVE-2023-21704; CVE-2023-21570; CVE-2023-21707; CVE-2023-21815; CVE-2023-23378,Usurpation d'identité; Exécution de code arbitraire à distance; Déni de service; Contournement de la fonctionnalité de sécurité; Atteinte à la confidentialité des données; Élévation de privilèges,"De multiples vulnérabilités ont été corrigées dans les produits Microsoft. Elles permettent à un
attaquant de provoquer une usurpation d'identité, une exécution de code
à distance, une élévation de privilèges, une atteinte à la
confidentialité des données, un contournement de la fonctionnalité de
sécurité et un déni de service.",2023-02-15T01:00:00.000000,Microsoft N/A – Microsoft Exchange Server 2013 Cumulative Update 23 | Microsoft N/A – Microsoft Visual Studio 2022 version 17.0 | Microsoft N/A – Microsoft Visual Studio 2017 version 15.9 (includes 15.0 - 15.8) | Microsoft N/A – HoloLens 1 | Microsoft N/A – Microsoft Visual Studio 2022 version 17.2 | Microsoft N/A – Microsoft SQL Server 2019 pour systèmes x64 (CU 18) | Microsoft N/A – Microsoft SQL Server 2014 Service Pack 3 pour systèmes 32 bits (CU 4) | Microsoft N/A – Microsoft Exchange Server 2019 Cumulative Update 11 | Microsoft N/A – Microsoft SQL Server 2016 pour systèmes x64 Service Pack 3 (GDR) | Microsoft N/A – Microsoft SQL Server 2022 pour systèmes x64 (GDR) | Microsoft N/A – Microsoft Exchange Server 2016 Cumulative Update 23 | Microsoft N/A – Microsoft SQL Server 2014 Service Pack 3 pour systèmes x64 (CU 4) | Microsoft N/A – Microsoft Visual Studio 2019 version 16.11 (includes 16.0 - 16.10) | Microsoft N/A – Microsoft SQL Server 2014 Service Pack 3 pour systèmes x64 (GDR) | Microsoft N/A – Microsoft Dynamics 365 Unified Service Desk | Microsoft N/A – Power BI Report Server - January 2023 | Microsoft Azure – Microsoft SQL Server 2016 pour systèmes x64 Service Pack 3 Azure Connectivity Pack | Microsoft N/A – Microsoft Dynamics 365 (on-premises) version 9.1 | Microsoft N/A – Microsoft 365 Apps pour Enterprise pour systèmes 32 bits | Microsoft N/A – Microsoft 365 Apps pour Enterprise pour 64 bits Systems | Microsoft N/A – Print 3D | Microsoft N/A – Microsoft SQL Server 2017 pour systèmes x64 (GDR) | Microsoft N/A – Microsoft SQL Server 2017 pour systèmes x64 (CU 31) | Microsoft N/A – Microsoft Visual Studio 2022 version 17.4 | Microsoft N/A – Microsoft SQL Server 2019 pour systèmes x64 (GDR) | Microsoft N/A – Microsoft Defender pour IoT | Microsoft N/A – Microsoft Defender Security Intelligence Updates | Microsoft N/A – Microsoft Dynamics 365 (on-premises) version 9.0 | Microsoft N/A – Microsoft Exchange Server 2019 Cumulative Update 12 | Microsoft N/A – 3D Builder | Microsoft N/A – Microsoft SQL Server 2014 Service Pack 3 pour systèmes 32 bits (GDR)
CERTFR-2023-AVI-0134,Vulnérabilité dans OwnCloud Android App,,CVE-2023-24804,Atteinte à l'intégrité des données; Contournement de la politique de sécurité; Atteinte à la confidentialité des données,"Une vulnérabilité a été découverte dans l'application Android Owncloud.
Elle permet à un attaquant de provoquer un contournement de la politique
de sécurité, une atteinte à l'intégrité des données et une atteinte à la
confidentialité des données.",2023-02-16T01:00:00.000000,Owncloud N/A – OwnCloud versions antérieures à 3.0
CERTFR-2023-AVI-0135,Multiples vulnérabilités dans PHP,,CVE-2023-0568; CVE-2023-0567; CVE-2023-0662,Atteinte à l'intégrité des données; Déni de service; Contournement de la politique de sécurité,"De multiples vulnérabilités ont été corrigées dans PHP. Elles permettent à un attaquant de provoquer
une atteinte à l'intégrité des données, un déni de service et un
contournement de la politique de sécurité.",2023-02-16T01:00:00.000000,PHP PHP – PHP versions 8.2.x antérieures à 8.2.3 | PHP PHP – PHP versions 8.0.x antérieures à 8.0.28 | PHP PHP – PHP versions 8.1.x antérieures à 8.1.16
CERTFR-2023-AVI-0136,Vulnérabilité dans les produits Xen,,CVE-2022-27672,Atteinte à la confidentialité des données,"Une vulnérabilité a été corrigée dans Xen.
Elle permet à un attaquant de provoquer une atteinte à la
confidentialité des données.",2023-02-16T01:00:00.000000,XEN Xen – Xen versions antérieures à 4.17 sans le dernier correctif de sécurité xsa426.patch
CERTFR-2023-AVI-0137,Multiples vulnérabilités dans les produits SolarWinds,,CVE-2022-47506; CVE-2023-23836; CVE-2022-47504; CVE-2022-47507; CVE-2022-3811; CVE-2022-47503; CVE-2022-47508; CVE-2022-38111,Exécution de code arbitraire à distance; Contournement de la politique de sécurité,"De multiples vulnérabilités ont été corrigées dans les produits SolarWinds. Elles permettent à un attaquant de
provoquer un contournement de la politique de sécurité et une exécution
de code arbitraire à distance.",2023-02-16T01:00:00.000000,SolarWinds Platform – SolarWinds Platform versions antérieures à 2023.1 | SolarWinds N/A – Hybrid Cloud Observability versions antérieures à 2023.1
CERTFR-2023-AVI-0138,Multiples vulnérabilités dans les produits Cisco,,CVE-2023-20009; CVE-2023-20075; CVE-2023-20014; CVE-2023-20032,Déni de service à distance; Exécution de code arbitraire à distance; Élévation de privilèges,"De multiples vulnérabilités ont été corrigées dans Cisco Security Advisory. Elles permettent à un
attaquant de provoquer un déni de service à distance, une exécution de
code arbitraire à distance et une élévation de privilèges.",2023-02-16T01:00:00.000000,"Cisco N/A – Cisco Email Security Appliance versions 14.0.x antérieures à 14.2.1-020 | Cisco N/A – Cisco Secure Endpoint (ex Advanced Malware Protection for Endpoints) pour Windows versions antérieures à 7.5.9 et 8.1.5 | Cisco N/A – Cisco Email Security Appliance versions antérieures à 12.5.4-041 | Cisco N/A – Cisco Secure Email and Web Manager versions antérieures à 12.8.1-021 | Cisco Secure Web Appliance – Cisco Secure Web Appliance, formerly Web Security Appliance versions antérieures à 14.0.4-005 et 15.0.0-254 | Cisco N/A – Cisco Secure Email and Web Manager versions 13.8.x antérieures à 13.8.1-108 | Cisco N/A – Cisco Secure Email and Web Manager versions 14.3.x antérieures à 14.3.0-120 | Cisco N/A – Cisco Nexus Dashboard version antérieures à 2.3(1c) | Cisco N/A – Cisco Secure Endpoint Private Cloud versions antérieures à 3.6.0 avec les connecteurs à jour | Cisco N/A – Cisco Secure Email and Web Manager versions 14.2.x antérieures à 14.2.1-020 | Cisco N/A – Cisco Email Security Appliance versions 14.3.x antérieures à 14.3.0-032 | Cisco N/A – Cisco Secure Endpoint (ex Advanced Malware Protection for Endpoints) pour MacOS versions antérieures à 1.21.1 | Cisco N/A – Cisco Email Security Appliance versions 13.0.x antérieures à 13.0.5-007 | Cisco N/A – Cisco Secure Email and Web Manager versions 14.0.x antérieures à 14.2.0-224 | Cisco N/A – Cisco Secure Endpoint (ex Advanced Malware Protection for Endpoints) pour Linux versions antérieures à 1.20.2 | Cisco N/A – Cisco Email Security Appliance versions 13.5.x antérieures à 13.5.4-038"
CERTFR-2023-AVI-0139,Multiples vulnérabilités dans Thunderbird,,CVE-2023-25730; CVE-2023-25728; CVE-2023-25735; CVE-2023-0616; CVE-2023-25739; CVE-2023-25729; CVE-2023-25732; CVE-2023-0767; CVE-2023-25742; CVE-2023-25737; CVE-2023-25734; CVE-2023-25746; CVE-2023-25738,Déni de service à distance; Exécution de code arbitraire à distance; Atteinte à l'intégrité des données; Non spécifié par l'éditeur; Contournement de la politique de sécurité; Atteinte à la confidentialité des données,"De multiples vulnérabilités ont été corrigées dans Mozilla Thunderbird. Elles permettent à un
attaquant de provoquer une atteinte à l'intégrité des données, une
exécution de code arbitraire à distance, un contournement de la
politique de sécurité et un déni de service à distance.",2023-02-16T01:00:00.000000,Mozilla Thunderbird – Mozilla Thunderbird versions antérieures à 102.8
CERTFR-2023-AVI-0140,Multiples vulnérabilités dans les produits ClamAV,,CVE-2023-20052; CVE-2023-20032,Exécution de code arbitraire à distance; Atteinte à la confidentialité des données,"De multiples vulnérabilités ont été corrigées dans ClamAV. Elles permettent à un attaquant de
provoquer une exécution de code arbitraire à distance et une atteinte à
la confidentialité des données.",2023-02-16T01:00:00.000000,ClamAV N/A – ClamAV versions antérieures à 0.103.8 | ClamAV N/A – ClamAV versions antérieures à 0.105.2 | ClamAV N/A – ClamAV versions antérieures à 1.0.1
CERTFR-2023-AVI-0141,Multiples vulnérabilités dans IBM QRadar Advisor,,CVE-2022-31129; CVE-2018-25031,Déni de service à distance; Atteinte à la confidentialité des données,"De multiples vulnérabilités ont été corrigées dans IBM QRadar Advisor. Elles permettent à un
attaquant de provoquer un déni de service et une atteinte à la
confidentialité des données.",2023-02-16T01:00:00.000000,IBM QRadar – IBM QRadar Advisor versions 2.5 à 2.6.x antérieures à 2.6.4
CERTFR-2023-AVI-0142,Multiples vulnérabilités dans les produits Splunk,,CVE-2022-31129; CVE-2023-22940; CVE-2023-22938; CVE-2021-3517; CVE-2023-22942; CVE-2021-3537; CVE-2021-28957; CVE-2023-22936; CVE-2023-22934; CVE-2023-22937; CVE-2022-32212; CVE-2022-24785; CVE-2023-22933; CVE-2023-22932; CVE-2023-22935; CVE-2021-21419; CVE-2023-22931; CVE-2023-22943; CVE-2023-22941; CVE-2023-22939; CVE-2015-20107; CVE-2021-3518,Déni de service à distance; Atteinte à la confidentialité des données; Atteinte à l'intégrité des données; Injection de code indirecte à distance (XSS); Injection de requêtes illégitimes par rebond (CSRF); Contournement de la politique de sécurité; Non spécifié par l'éditeur,"De multiples vulnérabilités ont été corrigées dans Splunk. Elles permettent à un attaquant de
provoquer un déni de service à distance, un contournement de la
politique de sécurité et une injection de code indirecte à distance
(XSS).",2023-02-17T01:00:00.000000,Splunk Splunk Cloud Platform – Splunk Cloud Platform versions antérieures à 9.0.2209.3 | Splunk N/A – Splunk Add-on Builder versions antérieures à 4.1.2 | Splunk Splunk Enterprise – Splunk Enterprise versions 8.2.x antérieures à 8.2.10 | Splunk Splunk Enterprise – Splunk Enterprise versions 9.0.x antérieures à 9.0.4 | Splunk N/A – Splunk CloudConnect SDK versions antérieures à 3.1.3 | Splunk Splunk Enterprise – Splunk Enterprise versions 8.1.x antérieures à 8.1.13
CERTFR-2023-AVI-0143,Vulnérabilité dans Joomla,,CVE-2023-23752,Contournement de la politique de sécurité,"Une vulnérabilité a été corrigée dans Joomla. Elle permet à un attaquant de provoquer un
contournement de la politique de sécurité.",2023-02-17T01:00:00.000000,N/A N/A – Joomla versions 4.x antérieures à 4.2.8
CERTFR-2023-AVI-0144,Multiples vulnérabilités dans les produits IBM,,CVE-2021-0199; CVE-2021-0198; CVE-2021-0200; CVE-2021-0197,Déni de service à distance,"De multiples vulnérabilités ont été corrigées dans IBM. Elles permettent à un attaquant de provoquer
un déni de service à distance.",2023-02-17T01:00:00.000000,IBM QRadar SIEM – IBM QRadar SIEM versions 7.4.x antérieures à 7.4.3 Fix Pack 7 | IBM QRadar SIEM – IBM QRadar SIEM versions 7.5.x antérieures à 7.5.0 Fix Pack 3
CERTFR-2023-AVI-0145,Vulnérabilité dans Elastic Kibana,,CVE-2022-38779,Contournement de la politique de sécurité,"Une vulnérabilité a été corrigée dans Elastic
Kibana. Elles permet à un attaquant de provoquer un contournement
de la politique de sécurité.",2023-02-17T01:00:00.000000,Elastic Kibana – Elastic Kibana versions 7.x à 7.17.8 antérieures à 7.17.9 | Elastic Kibana – Elastic Kibana versions 8.x à 8.6.1 antérieures à 8.6.2
CERTFR-2023-AVI-0146,Multiples vulnérabilités dans les produits Fortinet,,CVE-2022-30304; CVE-2021-42756; CVE-2023-23780; CVE-2022-40678; CVE-2022-40677; CVE-2022-33869; CVE-2022-30303; CVE-2022-26115; CVE-2023-22638; CVE-2022-42472; CVE-2022-39948; CVE-2022-41335; CVE-2022-38378; CVE-2022-30306; CVE-2023-23782; CVE-2021-43074; CVE-2023-23778; CVE-2023-25602; CVE-2022-22302; CVE-2022-27489; CVE-2022-43954; CVE-2022-30299; CVE-2022-30300; CVE-2022-38375; CVE-2022-29054; CVE-2022-33871; CVE-2022-39952; CVE-2023-22636; CVE-2022-40683; CVE-2023-23777; CVE-2023-23779; CVE-2023-23784; CVE-2022-38376; CVE-2021-42761; CVE-2022-39954; CVE-2022-40675; CVE-2023-23783; CVE-2022-27482; CVE-2023-23781,Injection de code indirecte à distance (XSS); Exécution de code arbitraire à distance; Atteinte à l'intégrité des données; Contournement de la politique de sécurité; Atteinte à la confidentialité des données; Élévation de privilèges,"De multiples vulnérabilités ont été corrigées dans les produits Fortinet. Certaines d'entre elles
permettent à un attaquant de provoquer une exécution de code arbitraire
à distance, un contournement de la politique de sécurité et une atteinte
à l'intégrité des données.",2023-02-17T01:00:00.000000,Fortinet FortiWeb – FortiWeb versions 5.x à 7.x antérieures à 7.0.5 | Fortinet FortiGate – FortiGate versions antérieures à 6.4.2 | Fortinet FortiNAC – FortiNAC-F versions antérieures à 7.2.0 | Fortinet FortiPortal – FortiPortal versions 7.0.x antérieures à 7.0.3 | Fortinet FortiSwitchManager – FortiSwitchManager versions 7.2.x antérieures à 7.2.1 | Fortinet FortiOS – FortiOS versions 6.0.x à 7.0.x antérieures à 7.0.9 | Fortinet FortiADC – FortiADC versions 5.x à 6.2.x antérieures à 6.2.4 | Fortinet FortiAnalyzer – FortiAnalyzer versions 7.0.x antérieures à 7.0.5 | Fortinet N/A – FortiAuthenticator versions 6.1.x antérieures à 6.1.1 | Fortinet N/A – FortiExtender versions 3.3.x antérieures à 3.3.3 | Fortinet N/A – FortiExtender versions 5.3.x antérieures à 7.0.4 | Fortinet FortiNAC – FortiNAC versions 8.x à 9.4.x antérieures à 9.4.2 | Fortinet FortiSandbox – FortiSandbox versions 3.2.x à 4.x antérieures à 4.2.0 | Fortinet FortiADC – FortiADC versions 7.0.x antérieures à 7.0.2 | Fortinet FortiProxy – FortiProxy versions 7.2.x antérieures à 7.2.2 | Fortinet FortiAnalyzer – FortiAnalyzer versions 7.2.x antérieures à 7.2.2 | Fortinet N/A – FortiExtender versions 3.x antérieures à 3.2.4 | Fortinet N/A – FortiExtender versions 4.2.x antérieures à 4.2.5 (version à venir) | Fortinet FortiSwitch – FortiSwitch versions 7.0.x antérieures à 7.0.4 | Fortinet FortiWAN – FortiWAN versions 4.x antérieures à 4.5.10 | Fortinet N/A – FortiExtender versions 4.1.x antérieures à 4.1.9 (version à venir) | Fortinet FortiSwitch – FortiSwitch versions 6.x antérieures à 6.4.11 | Fortinet FortiADC – FortiADC 5.1 all versions | Fortinet FortiADC – FortiADC 5.0 all versions | Fortinet N/A – FortiExtender versions 4.0.x antérieures à 4.0.3 (version à venir) | Fortinet FortiAnalyzer – FortiAnalyzer versions 6.x antérieures à 6.4.9 | Fortinet FortiProxy – FortiProxy versions 1.x à 7.0.x antérieures à 7.0.8 | Fortinet FortiOS – FortiOS versions 7.2.x antérieures à 7.2.4 | Fortinet N/A – FortiAuthenticator versions 5.x à 6.0.x antérieures à 6.0.5 | Fortinet FortiSwitchManager – FortiSwitchManager versions 7.0.x antérieures à 7.0.1
CERTFR-2023-AVI-0147,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,CVE-2022-45934; CVE-2022-20421; CVE-2022-3628; CVE-2022-29900; CVE-2022-29901; CVE-2023-20928; CVE-2022-42895; CVE-2022-3643; CVE-2022-47940; CVE-2022-43750; CVE-2022-4662; CVE-2022-39842; CVE-2022-41849; CVE-2022-42896; CVE-2022-4095; CVE-2022-41222; CVE-2022-2663; CVE-2022-3649; CVE-2022-42719; CVE-2022-39188; CVE-2022-3586; CVE-2022-41850; CVE-2022-3646; CVE-2022-43945; CVE-2022-3640; CVE-2022-4378; CVE-2022-0171; CVE-2022-26373; CVE-2022-3303; CVE-2022-3619; CVE-2022-3623; CVE-2022-3543; CVE-2022-20369; CVE-2022-3061; CVE-2023-0590; CVE-2022-40307,Déni de service à distance; Exécution de code arbitraire à distance; Atteinte à l'intégrité des données; Contournement de la politique de sécurité; Atteinte à la confidentialité des données,"De multiples vulnérabilités ont été corrigées dans le noyau Linux d'Ubuntu. Elles permettent à un
attaquant de provoquer une exécution de code arbitraire à distance, un
déni de service, un contournement de la politique de sécurité, une
atteinte à l'intégrité des données et une atteinte à la confidentialité
des données.",2023-02-17T01:00:00.000000,Ubuntu Ubuntu – Ubuntu 22.10 | Ubuntu Ubuntu – Ubuntu 18.04 LTS | Ubuntu Ubuntu – Ubuntu 20.04 LTS | Ubuntu Ubuntu – Ubuntu 22.04 LTS
