reference,title,closed_at,cves,risks,summary,first_revision,affected_systems
CERTFR-2022-ALE-001,[MaJ] Vulnérabilité dans Microsoft Windows,2022-05-04,CVE-2022-21907,Exécution de code arbitraire à distance,"\[Version du 18 janvier 2022\]

Le 17 janvier 2022, l'éditeur a publié une mise à jour
exceptionnelle afin de corriger plusieurs
dysfonctionnements importants pouvant être rencontrés lors de
l'installation des mises à jour liés au Patch
Tuesday de janvier \[1\]. Ces mises à jour sont accessibles
directement sur le catalogue Microsoft Update.

\[Version initiale\]

Le système d'exploitation Microsoft Windows propose un service de
gestion des requêtes HTTP sous la forme d'un pilote en mode noyau appelé
http.sys. Une vulnérabilité a été découverte dans ce pilote pour
Windows Server 2019, Windows Server 2022, Windows 10 et Windows 11. Elle
permet à un attaquant de provoquer une exécution de code arbitraire à
distance et l'éditeur considère qu'elle peut être exploitée dans le
cadre d'attaques à propagation de type ""ver informatique"".

Pour rappel, le pilote http.sys est notamment utilisé par Microsoft
IIS, le service Windows Remote Management (WinRM) ainsi que le service
SSDP. Il est donc présent sur les serveurs mais également sur les postes
de travail. Par conséquent, le CERTFR recommande de considérer que
l'ensemble des machines utilisant une version de Windows affectée est
vulnérable.

D'après Microsoft, les environnements Windows Server 2019 et Windows 10
version 1809 ne sont pas vulnérables par défaut, sauf si la clé de
registre suivante est configurée de cette manière :

HKEYLOCALMACHINE\System\CurrentControlSet\Services\HTTP\Parameters\ ""EnableTrailerSupport""=dword:0000000",2022-01-12T01:00:00.000000,"Microsoft Windows – Windows 10 Version 21H2 pour systèmes 32 bits | Microsoft Windows – Windows Server 2022 (Server Core installation) | Microsoft Windows – Windows 10 Version 1809 pour systèmes x64 | Microsoft Windows – Windows 10 Version 21H2 pour systèmes ARM 64 bits | Microsoft Windows – Windows Server 2019 (Server Core installation) | Microsoft Windows – Windows 10 Version 20H2 pour systèmes x64 | Microsoft Windows – Windows 10 Version 20H2 pour systèmes ARM 64 bits | Microsoft Windows – Windows 10 Version 21H1 pour systèmes 32 bits | Microsoft Windows – Windows 10 Version 20H2 pour systèmes 32 bits | Microsoft Windows – Windows Server 2019 | Microsoft Windows – Windows Server, version 20H2 (Server Core Installation) | Microsoft Windows – Windows 10 Version 21H1 pour systèmes x64 | Microsoft Windows – Windows 10 Version 21H2 pour systèmes x64 | Microsoft Windows – Windows 10 Version 21H1 pour systèmes ARM 64 bits | Microsoft Windows – Windows 10 Version 1809 pour systèmes ARM 64 bits | Microsoft Windows – Windows 11 pour systèmes ARM 64 bits | Microsoft Windows – Windows Server 2022 | Microsoft Windows – Windows 10 Version 1809 pour systèmes 32 bits | Microsoft Windows – Windows 11 pour systèmes x64"
CERTFR-2022-ALE-002,Vulnérabilité dans VMware Spring Cloud Gateway,2022-10-07,CVE-2022-22947,Exécution de code arbitraire à distance,"Une vulnérabilité a été découverte dans VMware Spring Cloud Gateway.
Elle permet à un attaquant de forger une requête malveillante
spécialement conçue afin de provoquer une exécution de code arbitraire à
distance.

Les applications utilisant Spring Cloud Gateway sont vulnérables à une
attaque par injection de code lorsque le point de terminaison
(endpoint) Gateway Actuator est activé, exposé et non sécurisé. Il est
défini par la route par défaut /actuator/gateway.

Des preuves de concept sont actuellement disponibles sur internet.",2022-03-03T01:00:00.000000,Spring N/A – Spring Cloud Gateway versions 3.1.x antérieures à 3.1.1 | Spring N/A – Spring Cloud Gateway versions 3.0.x antérieures à 3.0.7
CERTFR-2022-ALE-003,[MàJ] Vulnérabilité dans l'implémentation du protocole RPC par Microsoft,2022-05-04,CVE-2022-26809,Exécution de code arbitraire à distance,"\[mise à jour du 15 avril
2022\]

Une vulnérabilité a été découverte dans l'implémentation Microsoft du
protocole RPC  Remote Procedure Call   protocole permettant
d'effectuer des appels de procédures sur des machines distantes. Elle
permet à un attaquant de provoquer une exécution de code arbitraire à
distance. En particulier, cette vulnérabilité affecte le protocole
SMB  Server Message Block  qui permet notamment le partage de
ressources comme les fichiers ou les imprimantes.

Le CERTFR recommande d'appliquer la mise à jour dans les plus brefs
délais, en priorité sur les systèmes les plus critiques (notamment les
contrôleurs de domaine Active Directory). Au vu de la criticité de
cette vulnérabilité, l'éditeur a publié des correctifs de sécurité pour
des systèmes qui ne sont plus supportés (en particulier, Windows 7 et
Windows Server 2008 R2).

Il est également requis de procéder à une revue des règles de filtrage
afin de s'assurer du respect des bonnes pratiques de sécurisation des
environnements Microsoft (notamment \[1\], \[2\], \[3\]).",2022-04-13T02:00:00.000000,"Microsoft Windows – Windows 11 for x64-based Systems | Microsoft Windows – Windows Server 2008 R2 for x64-based Systems Service Pack 1 | Microsoft Windows – Windows 11 for ARM64-based Systems | Microsoft Windows – Windows Server 2008 for x64-based Systems Service Pack 2 | Microsoft Windows – Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation) | Microsoft Windows – Windows Server, version 20H2 (Server Core Installation) | Microsoft Windows – Windows 7 for 32-bit Systems Service Pack 1 | Microsoft Windows – Windows 10 Version 1607 for x64-based Systems | Microsoft Windows – Windows 10 Version 21H2 for x64-based Systems | Microsoft Windows – Windows 8.1 for 32-bit systems | Microsoft Windows – Windows 10 Version 1909 for x64-based Systems | Microsoft Windows – Windows 10 for x64-based Systems | Microsoft Windows – Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation) | Microsoft Windows – Windows 10 Version 1909 for ARM64-based Systems | Microsoft Windows – Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation) | Microsoft Windows – Windows 10 Version 20H2 for ARM64-based Systems | Microsoft Windows – Windows 10 Version 1607 for 32-bit Systems | Microsoft Windows – Windows 10 Version 1809 for 32-bit Systems | Microsoft Windows – Windows 10 Version 1909 for 32-bit Systems | Microsoft Windows – Windows 8.1 for x64-based systems | Microsoft Windows – Windows Server 2012 | Microsoft Windows – Windows Server 2012 R2 | Microsoft Windows – Windows Server 2012 (Server Core installation) | Microsoft Windows – Windows Server 2022 (Server Core installation) | Microsoft Windows – Windows Server 2016 (Server Core installation) | Microsoft Windows – Windows RT 8.1 | Microsoft Windows – Windows Server 2019 (Server Core installation) | Microsoft Windows – Windows Server 2012 R2 (Server Core installation) | Microsoft Windows – Windows Server 2016 | Microsoft Windows – Windows 10 Version 21H2 for ARM64-based Systems | Microsoft Windows – Windows 10 Version 21H1 for 32-bit Systems | Microsoft Windows – Windows 10 Version 21H2 for 32-bit Systems | Microsoft Windows – Windows Server 2019 | Microsoft Windows – Windows 10 Version 1809 for ARM64-based Systems | Microsoft Windows – Windows 10 Version 20H2 for x64-based Systems | Microsoft Windows – Windows 7 for x64-based Systems Service Pack 1 | Microsoft Windows – Windows 10 Version 20H2 for 32-bit Systems | Microsoft Windows – Windows Server 2008 for 32-bit Systems Service Pack 2 | Microsoft Windows – Windows 10 for 32-bit Systems | Microsoft Windows – Windows 10 Version 1809 for x64-based Systems | Microsoft Windows – Windows 10 Version 21H1 for ARM64-based Systems | Microsoft Windows – Windows Server 2022 | Microsoft Windows – Windows 10 Version 21H1 for x64-based Systems"
CERTFR-2022-ALE-004,Vulnérabilité dans F5 BIG-IP,2022-09-16,CVE-2022-1388,Exécution de code arbitraire à distance; Atteinte à l'intégrité des données; Atteinte à la confidentialité des données,"La vulnérabilité
[CVE20221388](https://www.cve.org/CVERecord?id=20221388) affectant
les équipements BIGIP de F5 Networks a été annoncée le 4 mai 2022. Elle
permet de contourner le mécanisme d’authentification et d’invoquer les
fonctions d’interprétation de commandes systèmes disponibles au travers
de l’interface de programmation (API) iControl. Il est en particulier
possible d’invoquer une invite de commande (bash) qui sera exécutée
avec les droits root, permettant donc de prendre le contrôle de
l’équipement.

L’API iControl REST permet l’automatisation de certaines tâches
d’administration. Elle est accessible depuis l’interface
d’administration de l’équipement mais également depuis les adresses IP
dénommées selfIP qui peuvent être configurées via le menu Network
/ SelfIPs dans les différents VLANs auxquels ces équipements sont
connectés.

Le CERTFR recommande de ne pas exposer les interfaces et API
d'administration sur Internet.

Cette vulnérabilité a déjà été mentionnée dans le bulletin d’actualité
hebdomadaire du 09 mai 2022. Toutefois, les analyses techniques publiées
récemment confirment la facilité d’exploitation de cette vulnérabilité
et des codes d’exploitation sont désormais disponibles. Par ailleurs,
certaines versions affectées ne disposent pas de correctif et les
possibilités d’une exploitation par l’intermédiaire d’un réseau interne
ne peuvent pas être exclues.",2022-05-11T02:00:00.000000,F5 BIG-IP – F5 BIG-IP versions 15.x antérieures à 15.1.5.1 | F5 BIG-IP – F5 BIG-IP versions 14.x antérieures à 14.1.4.6 | F5 BIG-IP – F5 BIG-IP versions 16.x antérieures à 16.1.2.2 | F5 BIG-IP – F5 BIG-IP versions 13.x antérieures à 13.1.5
CERTFR-2022-ALE-005,[MàJ] Vulnérabilité dans Microsoft Windows,2022-09-16,CVE-2022-30190,Exécution de code arbitraire à distance,"\[Mise à jour du 15 juin 2022\] Le mardi 14 juin 2022, l'éditeur a
publié des mises à jour permettant la correction de cette
vulnérabilité. 

Le 27 mai 2022, un chercheur a identifié un document Word piégé sur la
plateforme Virus Total. Lorsque ce document est ouvert, l'un des
objets OLE (Object Linking and Embedding) présent dans celuici
télécharge du contenu situé sur un serveur externe contrôlé par
l'attaquant. Ce contenu exploite une vulnérabilité permettant d'exécuter
du code malveillant via le binaire légitime [Microsoft Support
Diagnostic Tool
(MSDT)](https://docs.microsoft.com/frfr/windowsserver/administration/windowscommands/msdt),
msdt.exe, sous la forme d'un script Powershell encodé en base 64. Il
convient de noter que cette attaque fonctionne y compris lorsque les
macros sont désactivées dans le document Office.

Le 30 mai 2022, Microsoft a publié un avis de sécurité (cf. section
Documentation) dans lequel l'éditeur confirme la vulnérabilité, qui
porte l'identifiant CVE202230190, ainsi que les versions vulnérables
du système d'exploitation Windows.

Dans un billet de blogue du même jour (cf. section Documentation),
Microsoft indique que si le fichier est ouvert par une application
Office, le mode Protected View ou Application Guard for Office est
enclenché et empêche la charge utile de s'exécuter.

Toutefois, plusieurs chercheurs affirment que cette vulnérabilité peut
être exploitée à l'aide d'un document au format RTF. Dans ce cas, la
charge utile peut ainsi être",2022-05-31T02:00:00.000000,"Microsoft Windows – Windows 10 Version 21H1 pour systèmes 32 bits | Microsoft Windows – Windows 10 Version 20H2 pour systèmes x64 | Microsoft Windows – Windows 8.1 pour systèmes 32 bits | Microsoft Windows – Windows Server 2012 R2 (Server Core installation) | Microsoft Windows – Windows Server 2008 R2 pour systèmes x64 Service Pack 1 (Server Core installation) | Microsoft Windows – Windows Server 2016 | Microsoft Windows – Windows 10 Version 20H2 pour systèmes 32 bits | Microsoft Windows – Windows 11 pour systèmes x64 | Microsoft Windows – Windows Server 2019 | Microsoft Windows – Windows Server, version 20H2 (Server Core Installation) | Microsoft Windows – Windows 10 Version 21H1 pour systèmes x64 | Microsoft Windows – Windows 10 Version 1607 pour systèmes x64 | Microsoft Windows – Windows 11 pour systèmes ARM64 | Microsoft Windows – Windows 10 Version 21H1 pour systèmes ARM64 | Microsoft Windows – Windows Server 2012 | Microsoft Windows – Windows Server 2012 R2 | Microsoft Windows – Windows Server 2012 (Server Core installation) | Microsoft Windows – Windows 10 Version 21H2 pour systèmes 32 bits | Microsoft Windows – Windows 10 Version 1607 pour systèmes 32 bits | Microsoft Windows – Windows Server 2022 (Server Core installation) | Microsoft Windows – Windows Server 2016 (Server Core installation) | Microsoft Windows – Windows 7 pour systèmes 32 bits Service Pack 1 | Microsoft Windows – Windows 10 Version 1809 pour systèmes x64 | Microsoft Windows – Windows 10 pour systèmes x64 | Microsoft Windows – Windows RT 8.1 | Microsoft Windows – Windows Server 2019 (Server Core installation) | Microsoft Windows – Windows Server 2008 pour systèmes 32 bits Service Pack 2 (Server Core installation) | Microsoft Windows – Windows Server 2022 Azure Edition Core Hotpatch | Microsoft Windows – Windows 7 pour systèmes x64 Service Pack 1 | Microsoft Windows – Windows 10 Version 21H2 pour systèmes x64 | Microsoft Windows – Windows 10 Version 21H2 pour systèmes ARM64 | Microsoft Windows – Windows Server 2008 pour systèmes x64 Service Pack 2 (Server Core installation) | Microsoft Windows – Windows 8.1 pour systèmes x64 | Microsoft Windows – Windows Server 2008 R2 pour systèmes x64 Service Pack 1 | Microsoft Windows – Windows 10 Version 20H2 pour systèmes ARM64 | Microsoft Windows – Windows 10 Version 1809 pour systèmes ARM64 | Microsoft Windows – Windows Server 2008 pour systèmes x64 Service Pack 2 | Microsoft Windows – Windows Server 2022 | Microsoft Windows – Windows Server 2008 pour systèmes 32 bits Service Pack 2 | Microsoft Windows – Windows 10 Version 1809 pour systèmes 32 bits | Microsoft Windows – Windows 10 pour systèmes 32 bits"
CERTFR-2022-ALE-006,[MàJ] Vulnérabilité dans Atlassian Confluence,2022-10-07,CVE-2022-26134,Exécution de code arbitraire à distance,"\[Mise à jour du 03 juin 2022 à 19h52\] Atlassian a publié des
correctifs.

Une vulnérabilité a été découverte dans Atlassian Confluence. Elle
permet à un attaquant non authentifié de provoquer une exécution de code
arbitraire à distance.

Cette vulnérabilité est actuellement exploitée de façon active par des
attaquants qui semblent déployer différentes portes dérobées
(webshells) pour maintenir leur présence sur les serveurs compromis.

Cette alerte sera mise à jour régulièrement.",2022-06-03T02:00:00.000000,
CERTFR-2022-ALE-007,Multiples vulnérabilités dans Microsoft Windows,2023-03-14,CVE-2022-34718; CVE-2022-34721; CVE-2022-34722,Exécution de code arbitraire à distance,"\[MàJ du 31 octobre 2022\]

Une preuve de concept est publiquement disponible.

\[Publication initiale\]

Dans le cadre de son Patch Tuesday, en date du 13 septembre 2022,
Microsoft a indiqué l'existence de multiples vulnérabilités au sein de
plusieurs versions de Windows. Trois d'entre elles doivent faire l'objet
d'une attention particulière car considérées comme critiques. Elles
possèdent un score CVSSv3 de 9.8 et sont respectivement référencées par
les numéros suivants : CVE202234718, CVE202234721 et CVE202234722.

La vulnérabilité CVE202234718 permet à un attaquant non authentifié
d'envoyer un paquet IPv6 spécialement conçu à destination d'un nœud
Windows, provoquant une exécution de code arbitraire à distance.

Les vulnérabilités CVE202234721 et CVE202234722 affectent les
extensions du protocole Windows Internet Key Exchange (IKE). Elles
permettent à un attaquant non authentifié de provoquer une exécution de
code arbitraire à distance. D'après l'éditeur, bien que ces deux
vulnérabilités n'affectent que le protocole IKEv1, tous les serveurs
Windows seraient concernés car ils acceptent par défaut les paquets des
versions 1 et 2.

Par ailleurs, il est à noter que Microsoft a également mis à disposition
des correctifs de sécurité pour des systèmes qui ne sont plus supportés
(Windows 7 et Windows Server 2008R2).

Le CERTFR a connaissance de références publiques mettant en exergue des
travaux ayant potentiellement débouché sur l'élaboration d'un code
d'exploitation pour l'une ",2022-09-16T02:00:00.000000,Microsoft Windows – Windows Server 2019 | Microsoft Windows – Windows 10 Version 21H1 for ARM64-based Systems | Microsoft Windows – Windows 10 Version 1809 for x64-based Systems | Microsoft Windows – Windows Server 2022 Azure Edition Core Hotpatch | Microsoft Windows – Windows 10 Version 20H2 for x64-based Systems | Microsoft Windows – Windows 10 Version 21H1 for x64-based Systems | Microsoft Windows – Windows 7 for x64-based Systems Service Pack 1 | Microsoft Windows – Windows 10 Version 20H2 for 32-bit Systems | Microsoft Windows – Windows 10 Version 21H2 for 32-bit Systems | Microsoft Windows – Windows 10 Version 21H2 for ARM64-based Systems | Microsoft Windows – Windows Server 2012 | Microsoft Windows – Windows Server 2012 R2 | Microsoft Windows – Windows Server 2012 (Server Core installation) | Microsoft Windows – Windows Server 2022 (Server Core installation) | Microsoft Windows – Windows Server 2016 (Server Core installation) | Microsoft Windows – Windows 8.1 for 32-bit systems | Microsoft Windows – Windows 10 Version 21H2 for x64-based Systems | Microsoft Windows – Windows 7 for 32-bit Systems Service Pack 1 | Microsoft Windows – Windows 11 for ARM64-based Systems | Microsoft Windows – Windows RT 8.1 | Microsoft Windows – Windows 8.1 for x64-based systems | Microsoft Windows – Windows Server 2019 (Server Core installation) | Microsoft Windows – Windows Server 2008 for x64-based Systems Service Pack 2 | Microsoft Windows – Windows Server 2012 R2 (Server Core installation) | Microsoft Windows – Windows 10 Version 1607 for x64-based Systems | Microsoft Windows – Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation) | Microsoft Windows – Windows 10 Version 1607 for 32-bit Systems | Microsoft Windows – Windows Server 2022 | Microsoft Windows – Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation) | Microsoft Windows – Windows Server 2008 R2 for x64-based Systems Service Pack 1 | Microsoft Windows – Windows 10 Version 20H2 for ARM64-based Systems | Microsoft Windows – Windows 10 for 32-bit Systems | Microsoft Windows – Windows 10 Version 21H1 for 32-bit Systems | Microsoft Windows – Windows Server 2008 for 32-bit Systems Service Pack 2 | Microsoft Windows – Windows 10 Version 1809 for ARM64-based Systems | Microsoft Windows – Windows 10 Version 1809 for 32-bit Systems | Microsoft Windows – Windows Server 2016 | Microsoft Windows – Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation) | Microsoft Windows – Windows 11 for x64-based Systems | Microsoft Windows – Windows 10 for x64-based Systems
CERTFR-2022-ALE-008,[MaJ] Multiples vulnérabilités dans Microsoft Exchange,2023-03-14,CVE-2022-41040; CVE-2022-41082,Exécution de code arbitraire à distance,"\[Mise à jour du 09 novembre 2022\]
L'éditeur a publié un correctif (cf. section solution).

En date du 29 septembre 2022, Microsoft a indiqué l'existence de deux
vulnérabilités, de type zérojour, au sein de Windows Exchange 2013,
2016 et 2019.

Ces vulnérabilités sont les suivantes :

   CVE202241040 : Vulnérabilité de type injection de requêtes forgées
    côté serveur (Server Side Request Forgery, SSRF) exploitable par
    un attaquant authentifié ;
   CVE202241082 : Vulnérabilité permettant à un attaquant authentifié
    d'exécuter du code arbitraire à distance.

Dans le cadre d'une attaque, la CVE202241040 peut permettre à un
attaquant d'exploiter à distance la CVE202241082. Selon l'éditeur, ces
deux vulnérabilités ne sont exploitables que si l'attaquant est déjà
authentifié. Un correctif spécifique est en cours de développement
par Microsoft.

Ces vulnérabilités doivent faire l'objet d'une prise en compte
immédiate, car elles ont été utilisées dans le cadre d'attaques ciblées.
Le CERTFR n'a pour le moment pas connaissance des conditions ayant
permis aux attaquants d'obtenir un accès authentifié sur les serveurs
ciblés.

Le CERTFR a connaissance de codes d'exploitation publics pour la
CVE202241040.

Le CERTFR a connaissance
d'incidents en France impliquant l'exploitation de ces
vulnérabilités.",2022-09-30T02:00:00.000000,Microsoft N/A – Microsoft Exchange Serveur 2013 toutes versions | Microsoft N/A – Microsoft Exchange Serveur 2016 toutes versions | Microsoft N/A – Microsoft Exchange Serveur 2019 toutes versions
CERTFR-2022-ALE-009,[MaJ] Vulnérabilité dans Zimbra Collaboration,2023-03-14,CVE-2022-37393; CVE-2022-41352,Exécution de code arbitraire à distance,"\[MaJ 12 octobre 2022\] Un correctif est désormais disponible (cf.
section Documentation).

\[Publication initiale\]

Le 15 septembre 2022, l'éditeur Zimbra a publié un avis de sécurité
mentionnant une vulnérabilité dans l'implémentation de cpio par son
moteur d'antivirus (Amavis). L'outil d'extraction d'archive cpio est
utilisé par Zimbra dès lors que l'utilitaire pax n'est pas installé.
Cette vulnérabilité permet à un attaquant non authentifié de téléverser
ou écraser un fichier sur le serveur. Par ce biais, l'attaquant à la
possibilité de déposer une porte dérobée afin de pouvoir exécuter du
code arbitraire à distance sur la machine. En effet, si un attaquant
envoie un courriel contenant une archive piégée avec le format .cpio,
.rpm ou .tar à une instance de Zimbra ne disposant pas de l'utilitaire
pax, alors, lors du processus d'extraction par Amavis la vulnérabilité
sera déclenchée.

Le 25 septembre, le NIST NVD attribue à cette vulnérabilité
l'immatriculation CVE202241352. Cette vulnérabilité est simple à
exploiter et pourrait être combinée avec une autre vulnérabilité de type
élévation de privilèges, telle que la CVE202237393, pour prendre le
contrôle total de la machine.

Le CERTFR a connaissance de cas d'exploitation de cette vulnérabilité
et de codes d'exploitation publiquement disponibles.",2022-10-07T02:00:00.000000,Synacor Zimbra Collaboration – Zimbra Collaboration Suite (ZCS) toutes versions utilisant cpio
CERTFR-2022-ALE-010,Multiples vulnérabilités dans GLPI,2023-03-14,CVE-2022-35947; CVE-2022-35914,Contournement de la politique de sécurité; Exécution de code arbitraire à distance,"Le 14 septembre 2022, l'éditeur de GLPI (Gestionnaire Libre de Parc
Informatique) a déclaré plusieurs vulnérabilités sur le produit, dont
deux critiques. Elles permettent à un attaquant de provoquer une
exécution de code arbitraire à distance et un contournement de la
politique de sécurité.

La vulnérabilité référencée par l'identifiant CVE202235914 affecte
bibliothèque tierce  htmLawed  qui est embarquée par GLPI. Elle est
due à la présence d’un fichier de test htmLawedTest.php et permet à un
attaquant non authentifié d’exécuter du code arbitraire à distance.

La seconde vulnérabilité immatriculée CVE202235947 permet à un
attaquant de réaliser une injection SQL afin d'obtenir une connexion
avec n’importe quel utilisateur ayant au préalable défini une clé API.

Le CERTFR a publié un bulletin d'actualité le 20 septembre 2022 afin de
signaler l'existence de ces vulnérabilités.

Le CERTFR a connaissance de nombreux
incidents liés à l'exploitation de la vulnérabilité immatriculée
CVE202235914.

 DÉTECTION

Il est recommandé d'effectuer une vérification des journaux à la
recherche de tentatives d'accès aux ressources suivantes :

   /vendor/htmlawed/htmlawed/htmLawedTest.php
   /vendor/htmlawed/htmlawed/404.php
   /vendor/

Par ailleurs, des requêtes vers les ressources suivantes peuvent être en
lien avec l’attaque et doivent donc faire l'objet d'une attention
particulière :

   /redistest.php
   /css/Arui.php
   /css/legacy/Arui.php
   /css/legacy/Arui1.php

Si ces requêtes sont ",2022-10-07T02:00:00.000000,GLPI GLPI – GLPI versions 9.5.x antérieures à 9.5.9 | GLPI GLPI – GLPI versions 10.0.x versions antérieures à 10.0.3
CERTFR-2022-ALE-011,Vulnérabilité dans les produits Fortinet,2023-07-26,CVE-2022-40684,Contournement de la politique de sécurité; Exécution de code arbitraire à distance,"Le 07 octobre 2022, des informations ont circulé concernant l’existence
d’une vulnérabilité critique dans les produits Fortinet. Le 11 octobre
2022, l’éditeur a publié un avis de sécurité détaillant l’existence
d’une vulnérabilité permettant à un attaquant non authentifié de pouvoir
réaliser des actions au travers de l’interface d’administration.

L’éditeur indique que cette vulnérabilité a fait l’objet d’une attaque
ciblée.

Le 13 octobre 2022, des chercheurs ont publié un rapport détaillé ainsi
qu'une preuve de concept. Depuis cette publication, le CERTFR constate
que des variations de ce code d'exploitation sont publiquement
disponibles.

Le CERTFR anticipe des exploitations en masse de la
vulnérabilité CVE202240684, d'autant plus que de nombreuses interfaces
d’administration de produits Fortinet sont exposées sur Internet.

L'exposition d'une interface de gestion sur Internet est contraire aux
bonnes pratiques. Dans le cas où l’administration à distance est
impératif, une première mesure temporaire peut consister à restreindre
l'accès à des adresses ip de confiance. Il cependant conseillé de suivre
les recommandations du guide publié par l'ANSSI pour la sécurisation de
l'administration du SI \[1\].",2022-10-14T02:00:00.000000,Fortinet FortiProxy – FortiProxy versions 7.2.x antérieures à 7.2.1 | Fortinet FortiProxy – FortiProxy versions 7.0.x antérieures à 7.0.7 | Fortinet FortiSwitchManager – FortiSwitchManager versions 7.x antérieures à 7.2.1 | Fortinet FortiOS – FortiOS versions 7.2.x antérieures à 7.2.2 | Fortinet FortiOS – FortiOS versions 7.0.x antérieures à 7.0.7
CERTFR-2022-ALE-012,[MàJ] Vulnérabilité dans FortiOS SSL-VPN,2023-07-26,CVE-2022-42475,Exécution de code arbitraire à distance,"Le 12 décembre 2022, l'éditeur Fortinet a publié un avis de sécurité
mentionnant une vulnérabilité critique dans son produit FortiOS SSLVPN.
Cette vulnérabilité de débordement de tas (heap overflow) permet à un
attaquant distant non authentifié d'exécuter du code ou des commandes
arbitraires via des requêtes spécifiquement conçues.

Fortinet a connaissance d'un cas où cette vulnérabilité a été exploitée.
Le CERTFR anticipe des exploitations en masse de la vulnérabilité
CVE202242475, d'autant plus que de nombreuses interfaces
d’administration de produits Fortinet sont exposées sur Internet.",2022-12-13T01:00:00.000000,Fortinet FortiOS – FortiOS versions 6.4.x antérieures à 6.4.11 | Fortinet FortiOS – FortiOS versions antérieures à 6.2.12 | Fortinet FortiOS – FortiOS versions 7.0.x antérieures à 7.0.9 | Fortinet FortiOS – FortiOS versions 7.2.x antérieures à 7.2.3 | Fortinet FortiOS – FortiOS-6K7K versions 7.0.x antérieures à 7.0.8 | Fortinet FortiOS – FortiOS-6K7K versions 6.4.x antérieures à 6.4.10 | Fortinet FortiOS – FortiOS-6K7K versions 6.2.x antérieures à 6.2.12 | Fortinet FortiOS – FortiOS-6K7K versions 6.0.x antérieures à 6.0.15
CERTFR-2022-ALE-013,[MàJ] Vulnérabilité dans Citrix ADC et Gateway,2023-03-14,CVE-2022-27518,Exécution de code arbitraire à distance,"Le 13 décembre 2022, Citrix a indiqué avoir connaissance d'une
vulnérabilité de type jourzéro (zeroday) affectant les produits
Citrix ADC et Citrix Gateway. Cette vulnérabilité, immatriculée
CVE202227518, permet à un attaquant à distance et non authentifié
d'exécuter du code arbitraire sur l'équipement.

L'exploitation de la vulnérabilité est uniquement possible si le produit
Citrix est configuré en mode IdP SAML ou SP SAML. Il est possible de
vérifier la configuration en inspectant le fichier ns.conf. Si les
lignes add authentication samlAction ou
add authentication samlIdPProfile sont présentes et que le produit est
dans une version affectée, alors il doit être considéré comme
vulnérable.

L'éditeur a connaissance d'exploitation de cette vulnérabilité sur des
équipements non mis à jour. Le CERTFR anticipe donc des exploitations
en masse de la vulnérabilité CVE202227518.",2022-12-13T01:00:00.000000,
CERTFR-2022-ALE-014,Multiples vulnérabilités dans AMI MegaRAC,2023-09-11,CVE-2022-40242; CVE-2022-40259; CVE-2022-2827,Exécution de code arbitraire à distance,"Contexte

Le 05 décembre 2022, trois vulnérabilités respectivement identifiées par
les numéros CVE202240259, CVE202240242 et CVE20222827 ont été
signalées dans la solution d’administration à distance MegaRAC de
l’éditeur AMI.

La solution MegaRAC s’appuie sur un BMC (Baseboard Management
Controller) : un microcontrôleur intégré à la carte mère d’un serveur
(ou installé comme carte fille) qui possède son propre stockage, son
propre système d’exploitation et peut disposer d’un port réseau dédié ou
partagé avec le système principal. Ce microcontrôleur est utilisé afin
de fournir des capacités de gestion à distance en mode ""hors bande"" et
""hors tension"". Il permet aux administrateurs d’effectuer à distance un
certain nombre de tâches qui nécessiteraient autrement un accès physique
au serveur. Le processeur BMC dispose en effet d’accès aux différents
composants de la carte mère, ce qui lui permet de surveiller le
matériel, mettre à jour le micrologiciel du BIOS, mettre l'hôte sous
tension, et permettre un déport clavierécransouris via le réseau.
Souvent, il est connecté au bus PCIe et bénéficie d’un accès direct plus
ou moins large à la mémoire en lecture et écriture (DMA, Direct Memory
Access).

Ce contrôleur peut être accédé par différentes interfaces :

   IPMI (Intelligent Platform Management Interface) : il s’agit d’un
    ensemble de spécifications d’interface permettant d’accéder aux
    fonctions du BMC via le réseau IP ;
   Redfish, successeur de IPMI, proposant une inter",2022-12-16T01:00:00.000000,N/A N/A – AMI MegaRAC SPx-13 versions 0 à SPx-13-update-4.00 | N/A N/A – AMI MegaRAC SPx-12 versions 0 à SPx-12-update-6.00
